event,event_date,fighter_1,fighter_2,result,f1_kd,f1_sig_str_attempted,f1_sig_str_landed,f1_sub_att,f1_td_attempted,f1_td_landed,f1_total_str_attempted,f1_total_str_landed,f2_kd,f2_sig_str_attempted,f2_sig_str_landed,f2_sub_att,f2_td_attempted,f2_td_landed,f2_total_str_attempted,f2_total_str_landed,method,round,time
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Khalid Murtazaliev,CB Dollaway,win,0,69,48,0,5,5,74,53,0,19,4,3,3,2,38,23,"KO/TKO

      

        Punches",2,5:00
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Petr Yan,Jin Soo Son,win,0,232,100,0,1,0,249,115,0,220,58,0,7,1,226,63,U-DEC,3,5:00
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Rustam Khabilov,Kajan Johnson,win,0,70,17,0,8,3,88,34,0,123,44,0,0,0,137,57,S-DEC,3,5:00
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Mairbek Taisumov,Desmond Green,win,0,82,27,0,0,0,83,28,0,83,27,0,4,0,83,27,U-DEC,3,5:00
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Magomed Ankalaev,Marcin Prachnio,win,1,27,12,0,0,0,27,12,0,22,3,0,0,0,22,3,"KO/TKO

      

        Kick",1,3:09
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Jordan Johnson,Adam Yandiev,win,0,12,1,0,0,0,12,1,0,55,35,2,4,3,82,55,"SUB

      

        Arm Triangle",2,0:42
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Ramazan Emeev,Stefan Sekulic,win,1,84,36,1,3,2,96,47,0,58,22,0,5,1,68,31,U-DEC,3,5:00
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,Merab Dvalishvili,Terrion Ware,win,0,165,62,0,8,5,330,205,0,34,8,0,0,0,51,22,U-DEC,3,5:00
UFC Fight Night: Marreta vs. Anders,2018-09-22,Thiago Santos,Eryk Anders,win,0,152,100,0,1,1,167,115,0,67,32,1,10,6,69,34,KO/TKO,3,5:00
UFC Fight Night: Marreta vs. Anders,2018-09-22,Alex Oliveira,Carlo Pedersoli Jr.,win,0,10,7,0,0,0,13,10,0,4,2,0,0,0,4,2,"KO/TKO

      

        Punch",1,0:39
UFC Fight Night: Marreta vs. Anders,2018-09-22,Rogerio Nogueira,Sam Alvey,win,0,82,34,0,0,0,82,34,1,52,26,0,0,0,53,26,"KO/TKO

      

        Punch",2,1:00
UFC Fight Night: Marreta vs. Anders,2018-09-22,Andre Ewell,Renan Barao,win,0,101,44,2,5,3,124,67,1,123,53,0,1,1,128,57,S-DEC,3,5:00
UFC Fight Night: Marreta vs. Anders,2018-09-22,Randa Markos,Marina Rodriguez,"draw


draw",0,116,48,0,5,2,139,66,0,142,60,0,0,0,153,71,M-DEC,3,5:00
UFC Fight Night: Marreta vs. Anders,2018-09-22,Charles Oliveira,Christos Giagos,win,0,60,28,1,4,2,60,28,0,80,18,0,0,0,82,20,"SUB

      

        Rear Naked Choke",2,3:22
UFC Fight Night: Marreta vs. Anders,2018-09-22,Francisco Trinaldo,Evan Dunham,win,1,69,28,0,1,0,69,28,0,85,25,0,2,1,88,28,"KO/TKO

      

        Knee",2,4:10
UFC Fight Night: Marreta vs. Anders,2018-09-22,Ryan Spann,Luis Henrique,win,0,59,30,1,11,4,78,48,0,97,46,1,0,0,101,50,U-DEC,3,5:00
UFC Fight Night: Marreta vs. Anders,2018-09-22,Augusto Sakai,Chase Sherman,win,0,218,111,0,1,1,233,125,0,178,79,0,0,0,183,84,"KO/TKO

      

        Punches",3,4:03
UFC Fight Night: Marreta vs. Anders,2018-09-22,Sergio Moraes,Ben Saunders,win,0,3,2,2,2,2,20,17,0,2,1,0,0,0,56,55,"SUB

      

        Arm Triangle",2,4:42
UFC Fight Night: Marreta vs. Anders,2018-09-22,Mayra Bueno Silva,Gillian Robertson,win,0,32,11,1,0,0,33,12,0,18,11,0,3,1,27,17,"SUB

      

        Armbar",1,4:55
UFC Fight Night: Marreta vs. Anders,2018-09-22,Thales Leites,Hector Lombard,win,0,117,54,0,3,2,123,60,0,80,46,0,0,0,98,62,U-DEC,3,5:00
UFC Fight Night: Marreta vs. Anders,2018-09-22,Elizeu Zaleski dos Santos,Luigi Vendramini,win,1,32,15,0,0,0,32,15,0,17,4,1,5,0,21,7,"KO/TKO

      

        Flying Knee",2,1:20
UFC Fight Night: Marreta vs. Anders,2018-09-22,Livinha Souza,Alex Chambers,win,0,18,10,1,1,1,18,10,0,9,4,0,0,0,9,4,"SUB

      

        Guillotine Choke",1,1:21
UFC 228: Woodley vs. Till,2018-09-08,Tyron Woodley,Darren Till,win,1,79,57,1,4,0,97,74,0,6,0,0,0,0,7,1,"SUB

      

        D'Arce Choke",2,4:19
UFC 228: Woodley vs. Till,2018-09-08,Jessica Andrade,Karolina Kowalkiewicz,win,1,73,38,0,0,0,74,39,0,56,24,0,0,0,58,25,"KO/TKO

      

        Punch",1,1:58
UFC 228: Woodley vs. Till,2018-09-08,Zabit Magomedsharipov,Brandon Davis,win,0,53,38,1,7,6,62,47,0,69,27,0,0,0,71,29,"SUB

      

        Suloev Stretch",2,3:46
UFC 228: Woodley vs. Till,2018-09-08,Jimmie Rivera,John Dodson,win,0,125,62,0,3,0,126,63,0,117,41,0,1,0,117,41,U-DEC,3,5:00
UFC 228: Woodley vs. Till,2018-09-08,Abdul Razak Alhassan,Niko Price,win,1,21,15,0,0,0,21,15,0,10,4,0,1,0,10,4,"KO/TKO

      

        Punches",1,0:43
UFC 228: Woodley vs. Till,2018-09-08,Tatiana Suarez,Carla Esparza,win,0,10,6,0,2,0,18,12,0,98,82,0,11,9,155,136,"KO/TKO

      

        Punches",3,4:33
UFC 228: Woodley vs. Till,2018-09-08,Aljamain Sterling,Cody Stamann,win,0,74,33,2,9,2,105,63,0,43,12,0,3,3,51,20,"SUB

      

        Suloev Stretch",2,3:42
UFC 228: Woodley vs. Till,2018-09-08,Geoff Neal,Frank Camacho,win,2,102,59,0,0,0,105,62,0,57,25,0,2,0,66,33,"KO/TKO

      

        Kick",2,1:23
UFC 228: Woodley vs. Till,2018-09-08,Darren Stewart,Charles Byrd,win,0,63,38,0,3,0,85,59,1,65,24,0,0,0,69,28,"KO/TKO

      

        Elbow",2,2:17
UFC 228: Woodley vs. Till,2018-09-08,Diego Sanchez,Craig White,win,0,77,46,0,4,3,124,82,1,42,18,1,0,0,94,64,U-DEC,3,5:00
UFC 228: Woodley vs. Till,2018-09-08,Jim Miller,Alex White,win,0,24,15,1,1,1,26,17,0,14,5,0,0,0,14,5,"SUB

      

        Rear Naked Choke",1,1:29
UFC 228: Woodley vs. Till,2018-09-08,Irene Aldana,Lucie Pudilova,win,0,226,119,0,1,0,228,121,0,329,105,0,0,0,336,110,S-DEC,3,5:00
UFC 228: Woodley vs. Till,2018-09-08,Jarred Brooks,Robert Sanchez,win,0,40,16,0,4,1,162,121,0,42,24,1,4,2,108,82,S-DEC,3,5:00
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,TJ Dillashaw,Cody Garbrandt,win,2,72,45,0,0,0,78,51,0,43,17,0,2,0,43,17,"KO/TKO

      

        Punches",1,4:10
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Henry Cejudo,Demetrious Johnson,win,0,134,81,0,2,1,174,121,0,147,51,0,11,3,178,80,S-DEC,5,5:00
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Renato Moicano,Cub Swanson,win,0,38,20,0,0,0,38,20,1,47,17,1,2,1,53,23,"SUB

      

        Rear Naked Choke",1,4:15
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,JJ Aldrich,Polyana Viana,win,0,129,46,0,5,1,175,86,0,83,40,0,1,0,96,50,U-DEC,3,5:00
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Thiago Santos,Kevin Holland,win,0,153,69,1,7,3,167,81,0,55,31,1,1,0,110,81,U-DEC,3,5:00
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Pedro Munhoz,Brett Johns,win,3,245,117,1,4,0,292,160,0,168,73,0,6,0,180,82,U-DEC,3,5:00
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Ricky Simon,Montel Jackson,win,0,53,25,0,20,7,75,44,0,94,42,0,2,2,107,55,U-DEC,3,5:00
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Ricardo Ramos,Kyung Ho Kang,win,0,146,54,1,2,1,157,63,0,157,65,0,2,1,198,101,S-DEC,3,5:00
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Sheymon Moraes,Matt Sayles,win,0,235,77,0,3,0,237,79,0,172,73,0,4,0,177,77,U-DEC,3,5:00
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Alex Perez,Jose Torres,win,1,162,84,0,3,0,166,88,0,76,29,0,0,0,77,30,"KO/TKO

      

        Punches",1,3:46
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Zhang Weili,Danielle Taylor,win,0,123,34,1,1,0,124,35,0,194,77,0,2,1,200,83,U-DEC,3,5:00
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,Marlon Vera,Wulijiburen,win,1,86,45,0,4,1,102,59,0,61,31,0,4,2,80,49,"KO/TKO

      

        Punch",2,4:53
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Justin Gaethje,James Vick,win,1,15,7,0,0,0,15,7,0,20,10,0,0,0,21,11,"KO/TKO

      

        Punch",1,1:27
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Michael Johnson,Andre Fili,win,0,116,65,0,3,0,122,70,0,117,37,1,4,2,120,40,S-DEC,3,5:00
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Cortney Casey,Angela Hill,win,0,333,111,0,6,1,341,117,0,222,121,0,1,1,224,123,S-DEC,3,5:00
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Bryan Barberena,Jake Ellenberger,win,0,14,12,0,0,0,14,12,2,35,19,0,0,0,47,31,"KO/TKO

      

        Punch",1,2:26
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Deiveson Figueiredo,John Moraga,win,0,26,14,1,2,0,33,19,2,39,29,1,4,2,58,46,"KO/TKO

      

        Punch",2,3:08
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Eryk Anders,Tim Williams,win,2,93,42,0,1,0,97,46,0,113,43,0,5,2,126,52,"KO/TKO

      

        Kick",3,4:42
UFC Fight Night: Gaethje vs. Vick,2018-08-25,James Krause,Warlley Alves,win,0,106,59,0,4,0,126,79,0,64,28,0,1,1,78,39,"KO/TKO

      

        Flying Knee",2,2:28
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Cory Sandhagen,Iuri Alcantara,win,0,113,66,0,0,0,159,104,0,24,9,2,1,1,29,13,"KO/TKO

      

        Punches",2,1:01
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Andrew Sanchez,Markus Perez,win,0,159,73,0,6,0,215,119,0,122,54,0,1,0,137,67,U-DEC,3,5:00
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Mickey Gall,George Sullivan,win,0,2,0,1,1,1,6,2,0,0,0,0,0,0,5,5,"SUB

      

        Rear Naked Choke",1,1:09
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Joanne Wood,Kalindra Faria,win,0,6,5,2,0,0,29,24,0,17,13,0,1,1,34,27,"SUB

      

        Armbar",1,4:57
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Drew Dober,Jon Tuck,win,0,136,60,0,2,2,208,122,0,75,33,1,1,0,81,39,U-DEC,3,5:00
UFC Fight Night: Gaethje vs. Vick,2018-08-25,Rani Yahya,Luke Sanders,win,0,8,4,2,2,0,8,4,0,4,2,0,0,0,4,2,"SUB

      

        Heel Hook",1,1:31
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Dustin Poirier,Eddie Alvarez,win,0,76,26,1,3,0,88,35,1,115,54,2,0,0,138,76,"KO/TKO

      

        Punches",2,4:05
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Jose Aldo,Jeremy Stephens,win,1,63,29,0,0,0,63,29,0,60,20,0,0,0,60,20,"KO/TKO

      

        Punches",1,4:19
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Joanna Jedrzejczyk,Tecia Pennington,win,0,166,62,0,0,0,185,81,0,78,33,0,10,0,100,54,U-DEC,3,5:00
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Alexander Hernandez,Olivier Aubin-Mercier,win,0,81,39,0,10,4,137,86,0,32,19,1,6,2,50,37,U-DEC,3,5:00
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Jordan Mein,Alex Morono,win,0,38,14,0,4,3,53,27,0,67,20,1,0,0,108,58,U-DEC,3,5:00
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Hakeem Dawodu,Austin Arnett,win,0,170,75,0,1,0,176,80,0,68,23,0,4,0,68,23,U-DEC,3,5:00
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Islam Makhachev,Kajan Johnson,win,0,17,7,0,0,0,17,7,0,18,7,1,1,1,26,14,"SUB

      

        Armbar",1,4:43
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Ion Cutelaba,Gadzhimurad Antigulov,win,0,18,12,0,8,3,22,16,0,46,40,0,0,0,46,40,"KO/TKO

      

        Elbows",1,4:25
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,John Makdessi,Ross Pearson,win,0,261,131,0,0,0,265,134,0,224,79,0,2,0,226,81,U-DEC,3,5:00
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Katlyn Cerminara,Alexis Davis,win,0,201,70,0,2,1,208,77,0,202,62,0,0,0,202,62,U-DEC,3,5:00
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Dustin Ortiz,Matheus Nicolau,win,1,43,8,0,0,0,43,8,0,16,7,0,0,0,16,7,"KO/TKO

      

        Kick",1,3:49
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Nina Nunes,Randa Markos,win,0,72,23,0,11,1,79,30,0,118,49,0,0,0,127,56,U-DEC,3,5:00
UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,Devin Powell,Alvaro Herrera Mendoza,win,1,26,12,0,1,0,26,12,0,23,7,0,0,0,23,7,"KO/TKO

      

        Kicks",1,1:52
UFC Fight Night: Shogun vs. Smith,2018-07-22,Anthony Smith,Mauricio Rua,win,0,12,4,0,0,0,12,4,1,31,23,0,0,0,31,23,"KO/TKO

      

        Punches",1,1:29
UFC Fight Night: Shogun vs. Smith,2018-07-22,Corey Anderson,Glover Teixeira,win,0,46,20,1,4,0,54,27,0,97,48,0,19,7,140,88,U-DEC,3,5:00
UFC Fight Night: Shogun vs. Smith,2018-07-22,Abu Azaitar,Vitor Miranda,win,0,45,19,1,4,3,91,63,0,128,48,0,1,1,226,135,U-DEC,3,5:00
UFC Fight Night: Shogun vs. Smith,2018-07-22,Marcin Tybura,Stefan Struve,win,0,68,41,0,7,5,123,87,0,78,31,0,0,0,81,33,U-DEC,3,5:00
UFC Fight Night: Shogun vs. Smith,2018-07-22,Danny Roberts,David Zawada,win,0,87,45,1,2,0,117,68,0,64,33,5,5,2,99,63,S-DEC,3,5:00
UFC Fight Night: Shogun vs. Smith,2018-07-22,Nasrat Haqparast,Marc Diakiese,win,1,198,93,0,2,0,208,102,0,220,50,0,4,0,220,50,U-DEC,3,5:00
UFC Fight Night: Shogun vs. Smith,2018-07-22,Damir Hadzovic,Nick Hein,win,0,198,43,0,0,0,198,43,1,155,71,0,0,0,155,71,S-DEC,3,5:00
UFC Fight Night: Shogun vs. Smith,2018-07-22,Bartosz Fabinski,Emil Meek,win,0,65,21,1,0,0,115,69,0,48,35,0,9,6,91,72,U-DEC,3,5:00
UFC Fight Night: Shogun vs. Smith,2018-07-22,Nad Narimani,Khalid Taha,win,0,57,32,0,0,0,91,59,0,69,45,0,11,6,97,67,U-DEC,3,5:00
UFC Fight Night: Shogun vs. Smith,2018-07-22,Aleksandar Rakic,Justin Ledet,win,0,26,12,0,1,0,42,28,1,144,104,0,4,3,317,263,U-DEC,3,5:00
UFC Fight Night: Shogun vs. Smith,2018-07-22,Manny Bermudez,Davey Grant,win,0,6,4,0,0,0,6,4,1,5,3,2,0,0,5,3,"SUB

      

        Triangle Choke",1,0:59
UFC Fight Night: Shogun vs. Smith,2018-07-22,Darko Stosic,Jeremy Kimball,win,0,16,4,0,1,0,16,4,0,16,9,0,0,0,17,9,"KO/TKO

      

        Elbows",1,3:13
UFC Fight Night: Shogun vs. Smith,2018-07-22,Pingyuan Liu,Damian Stasiak,win,0,49,24,0,8,3,55,30,0,77,32,2,1,1,106,59,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Junior Dos Santos,Blagoy Ivanov,win,0,248,110,0,1,0,248,110,0,229,51,0,0,0,229,51,U-DEC,5,5:00
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Sage Northcutt,Zak Ottow,win,1,37,24,1,1,1,50,37,1,16,6,1,4,1,47,33,"KO/TKO

      

        Punch",2,3:13
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Ricky Glenn,Dennis Bermudez,win,0,114,42,0,14,6,132,56,0,137,48,1,0,0,151,59,S-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Niko Price,Randy Brown,win,0,37,13,0,2,1,43,18,0,39,12,0,2,1,81,40,"KO/TKO

      

        Punch",2,1:09
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Chad Mendes,Myles Jury,win,0,12,3,0,0,0,12,3,1,27,17,0,0,0,27,17,"KO/TKO

      

        Punch",1,2:52
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Cat Zingano,Marion Reneau,win,0,57,33,0,10,6,123,94,0,39,14,0,0,0,62,35,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Alejandro Perez,Eddie Wineland,win,0,183,48,0,0,0,183,48,0,214,53,0,2,0,214,53,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Alexander Volkanovski,Darren Elkins,win,0,172,82,0,6,1,184,93,2,144,100,3,12,2,147,103,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Said Nurmagomedov,Justin Scoggins,win,0,87,32,0,1,0,87,32,0,113,65,0,11,1,134,86,S-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Raoni Barcelos,Kurt Holobaugh,win,0,226,102,0,3,1,256,130,1,146,82,0,4,3,160,95,"KO/TKO

      

        Punch",3,1:29
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Liz Carmouche,Jennifer Maia,win,0,78,53,0,4,3,135,109,0,104,42,0,0,0,118,55,U-DEC,3,5:00
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Mark De La Rosa,Elias Garcia,win,0,44,25,1,3,2,45,26,0,54,19,0,0,0,76,41,"SUB

      

        Rear Naked Choke",2,2:00
UFC Fight Night: Dos Santos vs. Ivanov,2018-07-14,Jessica Aguilar,Jodie Esquibel,win,0,199,128,0,6,0,209,138,0,190,81,0,2,0,190,81,U-DEC,3,5:00
UFC 226: Miocic vs. Cormier,2018-07-07,Daniel Cormier,Stipe Miocic,win,0,51,24,0,1,1,56,29,1,37,25,0,0,0,43,31,"KO/TKO

      

        Punches",1,4:33
UFC 226: Miocic vs. Cormier,2018-07-07,Derrick Lewis,Francis Ngannou,win,0,46,11,0,0,0,46,11,0,54,20,0,2,0,54,20,U-DEC,3,5:00
UFC 226: Miocic vs. Cormier,2018-07-07,Mike Perry,Paul Felder,win,0,120,56,0,1,0,128,64,0,110,62,0,3,2,114,66,S-DEC,3,5:00
UFC 226: Miocic vs. Cormier,2018-07-07,Anthony Pettis,Michael Chiesa,win,0,26,12,0,6,2,35,19,0,22,9,2,0,0,26,13,"SUB

      

        Triangle Choke",2,0:52
UFC 226: Miocic vs. Cormier,2018-07-07,Khalil Rountree Jr.,Gokhan Saki,win,0,11,5,0,0,0,11,5,1,17,9,0,0,0,17,9,"KO/TKO

      

        Punches",1,1:36
UFC 226: Miocic vs. Cormier,2018-07-07,Paulo Costa,Uriah Hall,win,0,122,58,0,1,0,122,58,1,116,75,0,0,0,117,76,"KO/TKO

      

        Punches",2,2:38
UFC 226: Miocic vs. Cormier,2018-07-07,Raphael Assuncao,Rob Font,win,0,120,54,0,2,2,161,93,0,122,20,0,0,0,122,20,U-DEC,3,5:00
UFC 226: Miocic vs. Cormier,2018-07-07,Drakkar Klose,Lando Vannata,win,0,133,50,0,4,1,150,66,0,98,55,0,4,1,118,73,U-DEC,3,5:00
UFC 226: Miocic vs. Cormier,2018-07-07,Curtis Millender,Max Griffin,win,0,94,38,0,1,1,96,40,0,99,44,0,2,1,117,61,U-DEC,3,5:00
UFC 226: Miocic vs. Cormier,2018-07-07,Dan Hooker,Gilbert Burns,win,2,34,22,1,0,0,34,22,0,28,13,0,1,0,29,13,"KO/TKO

      

        Punches",1,2:28
UFC 226: Miocic vs. Cormier,2018-07-07,Emily Whitmire,Jamie Moyle,win,0,117,50,0,3,0,149,75,0,183,53,0,2,1,264,111,U-DEC,3,5:00
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Leon Edwards,Donald Cerrone,win,0,131,60,0,9,1,136,64,0,166,84,0,4,0,185,101,U-DEC,5,5:00
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Ovince Saint Preux,Tyson Pedro,win,0,12,7,1,1,0,18,13,1,12,9,1,4,0,13,10,"SUB

      

        Armbar",1,2:54
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Jessica Eye,Jessica-Rose Clark,win,0,139,51,0,0,0,139,51,0,225,67,0,2,1,232,74,U-DEC,3,5:00
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Li Jingliang,Daichi Abe,win,0,206,96,0,0,0,206,96,0,154,45,0,0,0,154,45,U-DEC,3,5:00
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Petr Yan,Teruto Ishihara,win,0,30,11,0,2,0,30,11,2,40,25,0,0,0,45,29,"KO/TKO

      

        Punch",1,3:28
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Song Yadong,Felipe Arantes,win,0,31,8,0,2,0,32,9,1,100,39,1,1,1,155,88,"KO/TKO

      

        Elbow",2,4:59
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Shane Young,Rolando Dy,win,0,152,57,0,0,0,153,58,0,215,104,0,5,1,230,116,"KO/TKO

      

        Elbow",2,4:40
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Song Kenan,Hector Aldana,win,1,71,32,0,0,0,76,34,0,90,39,0,2,2,92,41,"KO/TKO

      

        Punch",2,4:45
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Jake Matthews,Shinsho Anzai,win,0,5,1,0,1,0,13,6,0,19,12,1,1,1,25,18,"SUB

      

        Rear Naked Choke",1,2:44
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Yan Xiaonan,Viviane Pereira,win,0,212,44,0,0,0,212,44,0,227,71,0,0,0,227,71,U-DEC,3,5:00
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Matt Schnell,Naoki Inoue,win,0,183,71,0,1,0,192,79,0,196,48,0,1,0,212,64,S-DEC,3,5:00
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Yuta Sasaki,Jenel Lausa,win,0,14,7,0,0,0,16,9,0,56,25,1,7,5,66,34,"SUB

      

        Rear Naked Choke",2,4:04
UFC Fight Night: Cowboy vs. Edwards,2018-06-23,Ji Yeon Kim,Melinda Fabian,win,0,241,73,0,0,0,261,93,0,173,72,0,1,0,180,79,S-DEC,3,5:00
The Ultimate Fighter: Undefeated Finale,2018-07-06,Israel Adesanya,Brad Tavares,win,0,174,40,0,12,1,181,46,0,215,119,1,2,0,223,127,U-DEC,5,5:00
The Ultimate Fighter: Undefeated Finale,2018-07-06,Michael Trizano,Joe Giannetti,win,0,71,42,1,0,0,116,86,0,75,29,0,6,1,108,61,S-DEC,3,5:00
The Ultimate Fighter: Undefeated Finale,2018-07-06,Brad Katona,Jay Cucciniello,win,0,64,14,0,1,0,68,18,0,111,71,0,7,2,167,117,U-DEC,3,5:00
The Ultimate Fighter: Undefeated Finale,2018-07-06,Alex Caceres,Martin Bravo,win,0,159,82,0,1,0,163,86,0,236,78,0,9,3,270,109,S-DEC,3,5:00
The Ultimate Fighter: Undefeated Finale,2018-07-06,Roxanne Modafferi,Barb Honchak,win,0,129,51,0,1,1,172,86,0,80,24,0,1,0,80,24,"KO/TKO

      

        Elbows",2,3:32
The Ultimate Fighter: Undefeated Finale,2018-07-06,Alessio Di Chirico,Julian Marquez,win,0,116,50,0,6,4,122,55,0,147,47,2,1,0,149,49,S-DEC,3,5:00
The Ultimate Fighter: Undefeated Finale,2018-07-06,Montana De La Rosa,Rachael Ostovich,win,0,149,56,1,6,0,179,86,0,96,40,1,0,0,106,48,"SUB

      

        Rear Naked Choke",3,4:21
The Ultimate Fighter: Undefeated Finale,2018-07-06,Luis Pena,Richie Smullen,win,1,23,8,1,1,1,23,8,0,9,7,0,3,2,17,15,"SUB

      

        Guillotine Choke",1,3:32
The Ultimate Fighter: Undefeated Finale,2018-07-06,John Gunther,Allan Zuniga,win,0,71,27,0,19,8,152,94,0,112,59,1,0,0,147,93,M-DEC,3,5:00
The Ultimate Fighter: Undefeated Finale,2018-07-06,Bryce Mitchell,Tyler Diamond,win,0,107,51,0,4,3,129,72,0,69,38,1,10,3,78,45,M-DEC,3,5:00
The Ultimate Fighter: Undefeated Finale,2018-07-06,Steven Peterson,Matt Bessette,win,0,141,57,0,3,0,177,88,0,175,74,1,6,2,220,115,S-DEC,3,5:00
The Ultimate Fighter: Undefeated Finale,2018-07-06,Gerald Meerschaert,Oskar Piechota,win,0,104,51,2,4,3,159,98,1,53,23,2,1,1,63,31,"SUB

      

        Rear Naked Choke",2,4:55
UFC 225: Whittaker vs. Romero 2,2018-06-09,Robert Whittaker,Yoel Romero,win,0,326,128,0,1,0,328,129,2,240,111,0,10,3,287,149,S-DEC,5,5:00
UFC 225: Whittaker vs. Romero 2,2018-06-09,Colby Covington,Rafael Dos Anjos,win,0,198,105,0,6,3,223,130,0,296,99,0,18,7,346,142,U-DEC,5,5:00
UFC 225: Whittaker vs. Romero 2,2018-06-09,Holly Holm,Megan Anderson,win,0,71,47,1,8,4,176,143,0,58,26,0,0,0,81,48,U-DEC,3,5:00
UFC 225: Whittaker vs. Romero 2,2018-06-09,Tai Tuivasa,Andrei Arlovski,win,0,125,51,0,2,0,126,52,1,120,54,0,0,0,120,54,U-DEC,3,5:00
UFC 225: Whittaker vs. Romero 2,2018-06-09,CM Punk,Mike Jackson,"nc


nc",0,81,19,0,9,1,129,56,0,108,64,0,1,1,177,129,Overturned,3,5:00
UFC 225: Whittaker vs. Romero 2,2018-06-09,Curtis Blaydes,Alistair Overeem,win,0,12,7,2,0,0,31,24,0,53,37,0,4,4,85,62,"KO/TKO

      

        Elbows",3,2:56
UFC 225: Whittaker vs. Romero 2,2018-06-09,Claudia Gadelha,Carla Esparza,win,0,64,26,1,5,4,124,78,0,103,43,0,4,2,288,205,S-DEC,3,5:00
UFC 225: Whittaker vs. Romero 2,2018-06-09,Mirsad Bektic,Ricardo Lamas,win,0,62,34,2,4,0,97,69,0,89,31,0,4,2,174,97,S-DEC,3,5:00
